DES,AAPL,STK,SMART/ISE
DES,ABBV,STK,SMART/NYSE
DES,ABT,STK,SMART/NYSE
DES,ACN,STK,SMART/NYSE
DES,AGN,STK,SMART/NYSE
DES,AIG,STK,SMART/NYSE
DES,AMGN,STK,SMART/ISE
DES,AMZN,STK,SMART/ISE
DES,AXP,STK,SMART/NYSE
DES,BA,STK,SMART/NYSE
DES,BAC,STK,SMART/NYSE
DES,BIIB,STK,SMART/ISE
DES,BK,STK,SMART/NYSE
DES,BMY,STK,SMART/NYSE
DES,BRK B,STK,SMART/NYSE
DES,C,STK,SMART/NYSE
DES,CAT,STK,SMART/NYSE
DES,CELG,STK,SMART/ISE
DES,CL,STK,SMART/NYSE
DES,CMCSA,STK,SMART/ISE
DES,COF,STK,SMART/NYSE
DES,COP,STK,SMART/NYSE
DES,COST,STK,SMART/ISE
DES,CSCO,STK,SMART/ISE
DES,CVS,STK,SMART/NYSE
DES,CVX,STK,SMART/NYSE
DES,DIS,STK,SMART/NYSE
DES,DOW,STK,SMART/NYSE
DES,F,STK,SMART/NYSE
DES,FB,STK,SMART/ISE
DES,FDX,STK,SMART/NYSE
DES,FOXA,STK,SMART/ISE
DES,GE,STK,SMART/NYSE
DES,GILD,STK,SMART/ISE
DES,GM,STK,SMART/NYSE
DES,GOOG,STK,SMART/ISE
DES,GOOGL,STK,SMART/ISE
DES,GS,STK,SMART/NYSE
DES,HAL,STK,SMART/NYSE
DES,HD,STK,SMART/NYSE
DES,IBM,STK,SMART/NYSE
DES,INTC,STK,SMART/ISE
DES,JNJ,STK,SMART/NYSE
DES,JPM,STK,SMART/NYSE
DES,KMI,STK,SMART/NYSE
DES,KO,STK,SMART/NYSE
DES,LLY,STK,SMART/NYSE
DES,LMT,STK,SMART/NYSE
DES,LOW,STK,SMART/NYSE
DES,MA,STK,SMART/NYSE
DES,MCD,STK,SMART/NYSE
DES,MDLZ,STK,SMART/ISE
DES,MDT,STK,SMART/NYSE
DES,MET,STK,SMART/NYSE
DES,MMM,STK,SMART/NYSE
DES,MO,STK,SMART/NYSE
DES,MRK,STK,SMART/NYSE
DES,MS,STK,SMART/NYSE
DES,MSFT,STK,SMART/ISE
DES,NKE,STK,SMART/NYSE
DES,ORCL,STK,SMART/NYSE
DES,OXY,STK,SMART/NYSE
DES,PEP,STK,SMART/NYSE
DES,PFE,STK,SMART/NYSE
DES,PG,STK,SMART/NYSE
DES,PM,STK,SMART/NYSE
DES,PYPL,STK,SMART/ISE
DES,QCOM,STK,SMART/ISE
DES,SBUX,STK,SMART/ISE
DES,SLB,STK,SMART/NYSE
DES,T,STK,SMART/NYSE
DES,TGT,STK,SMART/NYSE
DES,TXN,STK,SMART/ISE
DES,UNH,STK,SMART/NYSE
DES,UNP,STK,SMART/NYSE
DES,UPS,STK,SMART/NYSE
DES,USB,STK,SMART/NYSE
DES,UTX,STK,SMART/NYSE
DES,V,STK,SMART/NYSE
DES,VZ,STK,SMART/NYSE
DES,WBA,STK,SMART/ISE
DES,WFC,STK,SMART/NYSE
DES,WMT,STK,SMART/NYSE
DES,XOM,STK,SMART/NYSE
